score	annot	celltype
chr18-48806154-48806654	1	Mouse	T-lymphocytes
chr18-48806845-48807345	1	Mouse	T-lymphocytes
chr18-50844923-50845423	1	Mouse	T-lymphocytes
chr18-58541663-58542163	1	Mouse	T-lymphocytes
chr18-58542668-58543168	1	Mouse	T-lymphocytes
chr18-58650043-586505431	1	Mouse	T-lymphocytes
chr18-58650789-586512891	1	Mouse	T-lymphocytes
chr18-58654773-58655273	1	Mouse	T-lymphocytes
chr18-58655470-586559701	1	Mouse	T-lymphocytes
chr18-58657048-58657548	1	Mouse	T-lymphocytes
chr18-63197891-63198391	1	Mouse	T-lymphocytes
chr18-63211626-63212126	1	Mouse	T-lymphocytes
chr18-63213949-63214449	1	Mouse	T-lymphocytes
chr18-63319553-63320053	1	Mouse	T-lymphocytes
chr18-63320118-633206183	1	Mouse	T-lymphocytes
chr18-63320753-63321253	1	Mouse	T-lymphocytes
chr18-77061872-770623721	1	Mouse	T-lymphocytes
chr19-4471775-44722752	1	Mouse	T-lymphocytes
chr19-6424733-64252331	1	Mouse	T-lymphocytes
chr19-8389985-8390485	1	Mouse	T-lymphocytes
chr19-12783660-127841601	1	Mouse	T-lymphocytes
chr19-12791179-12791679	1	Mouse	T-lymphocytes
chr19-12792492-12792992	1	Mouse	T-lymphocytes
chr19-13846850-138473502	1	Mouse	T-lymphocytes
chr19-14004954-140054541	1	Mouse	T-lymphocytes
chr19-14005611-140061111	1	Mouse	T-lymphocytes
chr19-14006171-140071722	1	Mouse	T-lymphocytes
chr19-16076651-160771511	1	Mouse	T-lymphocytes
chr19-16077217-160777171	1	Mouse	T-lymphocytes
chr19-16078724-16079224	1	Mouse	T-lymphocytes
chr19-16079228-16079728	1	Mouse	T-lymphocytes
chr19-16327439-163279392	1	Mouse	T-lymphocytes
chr19-16328272-163287722	1	Mouse	T-lymphocytes
chr19-18117632-181181321	1	Mouse	T-lymphocytes
chr19-18410541-18411041	1	Mouse	T-lymphocytes
chr19-18414418-18414918	1	Mouse	T-lymphocytes
chr19-18416748-184172483	1	Mouse	T-lymphocytes
chr19-18417484-184179843	1	Mouse	T-lymphocytes
chr19-35898826-358993261	1	Mouse	T-lymphocytes
chr19-35899549-359000492	1	Mouse	T-lymphocytes
chr19-35900372-359008721	1	Mouse	T-lymphocytes
chr19-38849280-388497801	1	Mouse	T-lymphocytes
chr19-38849858-388503581	1	Mouse	T-lymphocytes
chr19-38851762-388522621	1	Mouse	T-lymphocytes
chr19-39342003-393425032	1	Mouse	T-lymphocytes
chr19-40365569-40366069	1	Mouse	T-lymphocytes
chr19-40366728-40367228	1	Mouse	T-lymphocytes
chr19-41262273-412627731	1	Mouse	T-lymphocytes
chr19-41263857-412643571	1	Mouse	T-lymphocytes
chr19-41264532-412650321	1	Mouse	T-lymphocytes
chr19-41352398-41352898	1	Mouse	T-lymphocytes
chr19-42268169-422686691	1	Mouse	T-lymphocytes
chr19-42268752-422692522	1	Mouse	T-lymphocytes
chr19-43777335-43777835	1	Mouse	T-lymphocytes
chr19-43781051-43781551	1	Mouse	T-lymphocytes
chr19-46715649-46716149	1	Mouse	T-lymphocytes
chr19-46716909-46717409	1	Mouse	T-lymphocytes
chr19-46719108-46719608	1	Mouse	T-lymphocytes
chr19-47112044-47112544	1	Mouse	T-lymphocytes
chr19-47112992-47113492	1	Mouse	T-lymphocytes
chr19-47113552-47114052	1	Mouse	T-lymphocytes
chr19-49334879-493353792	1	Mouse	T-lymphocytes
chr19-52190546-52191046	1	Mouse	T-lymphocytes
chr19-54137225-541377252	1	Mouse	T-lymphocytes
chr19-55338585-553390851	1	Mouse	T-lymphocytes
chr19-55339454-553399542	1	Mouse	T-lymphocytes
chr19-55653582-556540821	1	Mouse	T-lymphocytes
chr19-55654206-556547062	1	Mouse	T-lymphocytes
chr19-55655071-556555711	1	Mouse	T-lymphocytes
chr19-58183112-58183612	1	Mouse	T-lymphocytes
chr20-21303051-21303551	1	Mouse	T-lymphocytes
chr20-21303564-21304064	1	Mouse	T-lymphocytes
chr20-21304077-21304577	1	Mouse	T-lymphocytes
chr20-24943751-24944251	1	Mouse	T-lymphocytes
chr20-25057336-25057836	1	Mouse	T-lymphocytes
chr20-25058532-250590321	1	Mouse	T-lymphocytes
chr20-48817279-48817779	1	Mouse	T-lymphocytes
chr20-49742831-497433312	1	Mouse	T-lymphocytes
chr20-50518564-50519064	1	Mouse	T-lymphocytes
chr20-50520399-50520899	1	Mouse	T-lymphocytes
chr20-50614890-50615390	1	Mouse	T-lymphocytes
chr20-51541100-51541600	1	Mouse	T-lymphocytes
chr20-51541940-51542440	1	Mouse	T-lymphocytes
chr20-51542551-51543051	1	Mouse	T-lymphocytes
chr20-51543323-51543823	1	Mouse	T-lymphocytes
chr20-57473136-57473636	1	Mouse	T-lymphocytes
chr20-57995541-57996041	1	Mouse	T-lymphocytes
chr20-59150653-59151153	1	Mouse	T-lymphocytes
chr20-62411819-62412319	1	Mouse	T-lymphocytes
chr20-63553903-63554403	1	Mouse	T-lymphocytes
chr20-63554546-635550461	1	Mouse	T-lymphocytes
chr21-17388197-17388697	1	Mouse	T-lymphocytes
chr21-17796432-177969321	1	Mouse	T-lymphocytes
chr21-17818131-17818631	1	Mouse	T-lymphocytes
chr21-17818683-17819183	1	Mouse	T-lymphocytes
chr21-31363628-31364128	1	Mouse	T-lymphocytes
chr21-31558912-315594121	1	Mouse	T-lymphocytes
chr21-31559754-31560254	1	Mouse	T-lymphocytes
chr21-35044117-35044617	1	Mouse	T-lymphocytes
chr21-36038995-36039495	1	Mouse	T-lymphocytes
chr21-36039729-36040229	1	Mouse	T-lymphocytes
chr21-36040248-36040748	1	Mouse	T-lymphocytes
chr21-36040808-36041308	0.860000014305115	Mouse	T-lymphocytes
chr21-36298118-362986182	1	Mouse	T-lymphocytes
chr21-42218865-42219365	1	Mouse	T-lymphocytes
chr21-42219570-42220070	1	Mouse	T-lymphocytes
chr21-42220073-42220573	1	Mouse	T-lymphocytes
chr21-43943979-43944479	1	Mouse	T-lymphocytes
chr21-43944585-43945085	1	Mouse	T-lymphocytes
chr21-43945603-43946103	1	Mouse	T-lymphocytes
chr22-24600216-24600716	0.920000016689301	Mouse	T-lymphocytes
chr22-24635021-24635521	0.360000014305115	Mouse	T-lymphocytes
chr22-31290028-312905282	1	Mouse	T-lymphocytes
chr22-31292288-312927881	1	Mouse	T-lymphocytes
chr22-31293573-312940731	1	Mouse	T-lymphocytes
chr22-31344977-313454771	1	Mouse	T-lymphocytes
chr22-31345781-31346281	1	Mouse	T-lymphocytes
chr22-31346477-31346977	1	Mouse	T-lymphocytes
chr22-31347491-31347991	1	Mouse	T-lymphocytes
chr22-36377986-36378486	1	Mouse	T-lymphocytes
chr22-40044390-40044890	1	Mouse	T-lymphocytes
chr22-40462462-404629621	1	Mouse	T-lymphocytes
chr22-40753049-40753549	1	Mouse	T-lymphocytes
chr22-40753894-40754394	1	Mouse	T-lymphocytes
chr22-40756975-40757475	1	Mouse	T-lymphocytes
chr22-40758326-40758826	1	Mouse	T-lymphocytes
chr22-40760180-40760680	1	Mouse	T-lymphocytes
chr22-43197521-43198021	1	Mouse	T-lymphocytes
chr22-46469687-46470187	1	Mouse	T-lymphocytes
chr22-46470222-46470722	1	Mouse	T-lymphocytes
chr22-46587615-46588115	1	Mouse	T-lymphocytes
chr22-46588214-46588714	1	Mouse	T-lymphocytes
chr22-50470487-50470987	1	Mouse	T-lymphocytes
chrX-19746880-19747380	1	Mouse	T-lymphocytes
chrX-40173999-40174499	1	Mouse	T-lymphocytes
chr1-1629640-1630140	1	Human	T-lymphocytes
chr1-1630190-1630690	1	Human	T-lymphocytes
chr1-11719229-11719729	1	Human	T-lymphocytes
chr1-13730852-13731352	1	Human	T-lymphocytes
chr1-18926513-189270132	1	Human	T-lymphocytes
chr1-21294273-212947731	1	Human	T-lymphocytes
chr1-24534936-24535436	1	Human	T-lymphocytes
chr1-24925037-24925537	1	Human	T-lymphocytes
chr1-25065837-25066337	1	Human	T-lymphocytes
chr1-27662596-276630961	1	Human	T-lymphocytes
chr1-27887152-27887652	1	Human	T-lymphocytes
chr1-28199457-28199957	1	Human	T-lymphocytes
chr1-40381446-40381946	1	Human	T-lymphocytes
chr1-40385553-403860532	1	Human	T-lymphocytes
chr1-41919993-41920493	1	Human	T-lymphocytes
chr1-42932045-42932545	1	Human	T-lymphocytes
chr1-42958703-42959203	1	Human	T-lymphocytes
chr1-51729404-51730404	1	Human	T-lymphocytes
chr1-52632904-52633404	1	Human	T-lymphocytes
chr1-53326046-533265462	1	Human	T-lymphocytes
chr1-61076797-610772972	1	Human	T-lymphocytes
chr1-61077801-61078301	1	Human	T-lymphocytes
chr1-64965782-64966282	1	Human	T-lymphocytes
chr1-66335976-663364762	1	Human	T-lymphocytes
chr1-84479289-84479789	1	Human	T-lymphocytes
chr1-84996894-84997394	1	Human	T-lymphocytes
chr1-85298134-85298634	1	Human	T-lymphocytes
chr1-89657900-89658400	1	Human	T-lymphocytes
chr1-92584359-92584859	1	Human	T-lymphocytes
chr1-93180927-93181427	1	Human	T-lymphocytes
chr1-98388380-98388880	1	Human	T-lymphocytes
chr1-100400276-100400776	1	Human	T-lymphocytes
chr1-100413019-100413519	1	Human	T-lymphocytes
chr1-100414718-100415218	1	Human	T-lymphocytes
chr1-100444208-100444708	1	Human	T-lymphocytes
chr1-100452610-100453110	1	Human	T-lymphocytes
chr1-101309526-1013100261	1	Human	T-lymphocytes
chr1-101310462-101310962	1	Human	T-lymphocytes
chr1-108646572-1086470721	1	Human	T-lymphocytes
chr1-108660916-108661416	1	Human	T-lymphocytes
chr1-109113762-1091142621	1	Human	T-lymphocytes
chr1-109790698-1097911981	1	Human	T-lymphocytes
chr1-112618037-112618537	1	Human	T-lymphocytes
chr1-113783457-113783957	1	Human	T-lymphocytes
chr1-116816349-116816849	1	Human	T-lymphocytes
chr1-117059946-117060446	1	Human	T-lymphocytes
chr1-117658665-1176591652	1	Human	T-lymphocytes
chr1-117660968-1176614681	1	Human	T-lymphocytes
chr1-117664291-117664791	1	Human	T-lymphocytes
chr1-146007075-146007575	1	Human	T-lymphocytes
chr1-150151243-150151743	1	Human	T-lymphocytes
chr1-154342820-154343320	1	Human	T-lymphocytes
chr1-154955068-154955568	1	Human	T-lymphocytes
chr1-156848653-156849153	1	Human	T-lymphocytes
chr1-158931283-1589317832	1	Human	T-lymphocytes
chr1-160568048-1605685481	1	Human	T-lymphocytes
chr1-160637993-160638493	1	Human	T-lymphocytes
chr1-160751473-160751973	1	Human	T-lymphocytes
chr1-160862638-160863138	1	Human	T-lymphocytes
chr1-161185186-1611856862	1	Human	T-lymphocytes
chr1-161306049-161306549	1	Human	T-lymphocytes
chr1-167617561-1676180613	1	Human	T-lymphocytes
chr1-168421315-168421815	1	Human	T-lymphocytes
chr1-168439690-168440190	1	Human	T-lymphocytes
chr1-168466183-168466683	1	Human	T-lymphocytes
chr1-169367628-169368128	1	Human	T-lymphocytes
chr1-173870188-173870688	1	Human	T-lymphocytes
chr1-174964416-1749649162	1	Human	T-lymphocytes
chr1-174965031-1749655312	1	Human	T-lymphocytes
chr1-174968673-174969173	1	Human	T-lymphocytes
chr1-179293484-179293984	1	Human	T-lymphocytes
chr1-181149557-181150057	1	Human	T-lymphocytes
chr1-184866907-1848674071	1	Human	T-lymphocytes
chr1-185316555-185317055	1	Human	T-lymphocytes
chr1-185317163-1853176633	1	Human	T-lymphocytes
chr1-185317781-1853182811	1	Human	T-lymphocytes
chr1-185338664-1853396641	1	Human	T-lymphocytes
chr1-185420774-185421274	1	Human	T-lymphocytes
chr1-185566940-185567440	1	Human	T-lymphocytes
chr1-192521676-192522176	1	Human	T-lymphocytes
chr1-192538864-1925393641	1	Human	T-lymphocytes
chr1-192609017-1926095172	1	Human	T-lymphocytes
chr1-193058444-193058944	1	Human	T-lymphocytes
chr1-193121722-1931222222	1	Human	T-lymphocytes
chr1-197146489-197146989	1	Human	T-lymphocytes
chr1-197775252-1977757521	1	Human	T-lymphocytes
chr1-198167348-198167848	1	Human	T-lymphocytes
chr1-198664230-198664730	1	Human	T-lymphocytes
chr1-199173331-199173831	1	Human	T-lymphocytes
chr1-200129428-200129928	1	Human	T-lymphocytes
chr1-200888217-2008887171	1	Human	T-lymphocytes
chr1-203289539-2032900392	1	Human	T-lymphocytes
chr1-203674000-2036745001	1	Human	T-lymphocytes
chr1-205284658-205285158	1	Human	T-lymphocytes
chr1-205288159-2052886592	1	Human	T-lymphocytes
chr1-206562986-2065634861	1	Human	T-lymphocytes
chr1-206579698-2065801982	1	Human	T-lymphocytes
chr1-206589981-206590481	1	Human	T-lymphocytes
chr1-206737007-206737507	1	Human	T-lymphocytes
chr1-206921804-206922304	1	Human	T-lymphocytes
chr1-206922999-2069234991	1	Human	T-lymphocytes
chr1-207861807-207862307	1	Human	T-lymphocytes
chr1-209768304-209768804	1	Human	T-lymphocytes
chr1-212225409-212225909	1	Human	T-lymphocytes
chr1-224182333-224182833	1	Human	T-lymphocytes
chr1-225897000-2258975001	1	Human	T-lymphocytes
chr1-226674955-2266754552	1	Human	T-lymphocytes
chr1-226939935-226940435	1	Human	T-lymphocytes
chr1-227766236-2277667361	1	Human	T-lymphocytes
chr1-228275843-228276343	1	Human	T-lymphocytes
chr1-228457705-228458205	1	Human	T-lymphocytes
chr1-233295494-2332959941	1	Human	T-lymphocytes
chr1-234772321-2347728211	1	Human	T-lymphocytes
chr1-234963146-2349636462	1	Human	T-lymphocytes
chr1-235867992-235868492	1	Human	T-lymphocytes
chr1-239587031-239587531	1	Human	T-lymphocytes
chr1-247407122-247407622	1	Human	T-lymphocytes
chr2-7725471-7725971	1	Human	T-lymphocytes
chr2-8303404-83039042	1	Human	T-lymphocytes
chr2-8477714-8478214	1	Human	T-lymphocytes
chr2-8515401-8515901	1	Human	T-lymphocytes
chr2-11750812-11751312	1	Human	T-lymphocytes
chr2-12507268-12507768	1	Human	T-lymphocytes
chr2-12856839-12857339	1	Human	T-lymphocytes
chr2-12965372-12965872	1	Human	T-lymphocytes
chr2-25285890-25286390	1	Human	T-lymphocytes
chr2-25295056-25295556	1	Human	T-lymphocytes
chr2-27920457-27920957	1	Human	T-lymphocytes
chr2-28348021-28348521	1	Human	T-lymphocytes
chr2-29010925-29011425	1	Human	T-lymphocytes
chr2-37626154-376266541	1	Human	T-lymphocytes
chr2-37635420-376359201	1	Human	T-lymphocytes
chr2-37648674-376491742	1	Human	T-lymphocytes
chr2-38667028-38667528	1	Human	T-lymphocytes
chr2-39216783-39217283	1	Human	T-lymphocytes
chr2-43194798-431952982	1	Human	T-lymphocytes
chr2-46542318-465428183	1	Human	T-lymphocytes
chr2-48315389-48315889	1	Human	T-lymphocytes
chr2-64606956-646074561	1	Human	T-lymphocytes
chr2-64946149-64946649	1	Human	T-lymphocytes
chr2-68774616-687751161	1	Human	T-lymphocytes
chr2-68908345-68908845	1	Human	T-lymphocytes
chr2-69693410-69693910	1	Human	T-lymphocytes
chr2-73293472-73293972	1	Human	T-lymphocytes
chr2-85888822-858893222	1	Human	T-lymphocytes
chr2-86825966-86826466	1	Human	T-lymphocytes
chr2-96325892-96326392	1	Human	T-lymphocytes
chr2-98663325-98663825	1	Human	T-lymphocytes
chr2-98664284-98664784	1	Human	T-lymphocytes
chr2-101328356-1013288561	1	Human	T-lymphocytes
chr2-105796025-105796525	1	Human	T-lymphocytes
chr2-105797434-105797934	1	Human	T-lymphocytes
chr2-106095685-106096185	1	Human	T-lymphocytes
chr2-106160151-106160651	1	Human	T-lymphocytes
chr2-108620971-1086214711	1	Human	T-lymphocytes
chr2-109031763-109032263	1	Human	T-lymphocytes
chr2-113175127-113175627	1	Human	T-lymphocytes
chr2-120177157-1201776571	1	Human	T-lymphocytes
chr2-126657833-1266583331	1	Human	T-lymphocytes
chr2-136119046-13611954611	1	Human	T-lymphocytes
chr2-136132191-1361326912	1	Human	T-lymphocytes
chr2-136238735-1362392352	1	Human	T-lymphocytes
chr2-143110645-143111145	1	Human	T-lymphocytes
chr2-143258418-143258918	1	Human	T-lymphocytes
chr2-144325090-144325590	1	Human	T-lymphocytes
chr2-144459869-144460369	1	Human	T-lymphocytes
chr2-144659660-144660160	1	Human	T-lymphocytes
chr2-147500173-147500673	1	Human	T-lymphocytes
chr2-148874935-148875435	1	Human	T-lymphocytes
chr2-152730510-152731010	1	Human	T-lymphocytes
chr2-156332528-156333028	1	Human	T-lymphocytes
chr2-159209839-1592103391	1	Human	T-lymphocytes
chr2-159225978-1592264781	1	Human	T-lymphocytes
chr2-160406791-160407291	1	Human	T-lymphocytes
chr2-161136631-1611371311	1	Human	T-lymphocytes
chr2-161160080-161160580	1	Human	T-lymphocytes
chr2-161244495-161244995	1	Human	T-lymphocytes
chr2-161956681-161957181	1	Human	T-lymphocytes
chr2-162011628-162012128	1	Human	T-lymphocytes
chr2-165794552-1657950523	1	Human	T-lymphocytes
chr2-168246832-168247332	1	Human	T-lymphocytes
chr2-169105386-169105886	1	Human	T-lymphocytes
chr2-169798590-169799090	1	Human	T-lymphocytes
chr2-172434748-172435248	1	Human	T-lymphocytes
chr2-174778505-1747790053	1	Human	T-lymphocytes
chr2-178478366-178478866	1	Human	T-lymphocytes
chr2-181123670-181124170	1	Human	T-lymphocytes
chr2-189784156-1897846561	1	Human	T-lymphocytes
chr2-190407304-190407804	1	Human	T-lymphocytes
chr2-190408557-190409057	1	Human	T-lymphocytes
chr2-191038338-191038838	1	Human	T-lymphocytes
chr2-191061571-191062071	1	Human	T-lymphocytes
chr2-191625061-191625561	1	Human	T-lymphocytes
chr2-191675759-191676259	1	Human	T-lymphocytes
chr2-196230000-1962305001	1	Human	T-lymphocytes
chr2-196242133-1962426331	1	Human	T-lymphocytes
chr2-200712983-200713483	1	Human	T-lymphocytes
chr2-201130502-2011310021	1	Human	T-lymphocytes
chr2-201233165-201233665	1	Human	T-lymphocytes
chr2-218892589-2188930891	1	Human	T-lymphocytes
chr2-219247617-219248117	1	Human	T-lymphocytes
chr2-221517575-2215180751	1	Human	T-lymphocytes
chr2-221518195-221518695	1	Human	T-lymphocytes
chr2-224983358-224983858	1	Human	T-lymphocytes
chr2-230319125-230319625	1	Human	T-lymphocytes
chr2-234292380-234292880	1	Human	T-lymphocytes
chr2-234422807-234423307	1	Human	T-lymphocytes
chr2-238426723-238427223	1	Human	T-lymphocytes
chr2-239275079-2392755791	1	Human	T-lymphocytes
chr3-4821932-4822432	1	Human	T-lymphocytes
chr3-10194695-101951951	1	Human	T-lymphocytes
chr3-13015450-130159501	1	Human	T-lymphocytes
chr3-14402232-14402732	1	Human	T-lymphocytes
chr3-14424546-14425046	1	Human	T-lymphocytes
chr3-15292042-152925421	1	Human	T-lymphocytes
chr3-15528904-155294041	1	Human	T-lymphocytes
chr3-16300880-16301380	1	Human	T-lymphocytes
chr3-16301422-163019221	1	Human	T-lymphocytes
chr3-16312060-163125601	1	Human	T-lymphocytes
chr3-16338165-16338665	1	Human	T-lymphocytes
chr3-16842490-16842990	1	Human	T-lymphocytes
chr3-27712718-27713218	1	Human	T-lymphocytes
chr3-30354045-303545451	1	Human	T-lymphocytes
chr3-30631186-30631686	1	Human	T-lymphocytes
chr3-31532249-315327491	1	Human	T-lymphocytes
chr3-32114660-32115160	0.839999973773956	Human	T-lymphocytes
chr3-32684904-32685404	1	Human	T-lymphocytes
chr3-38038932-38039432	1	Human	T-lymphocytes
chr3-42590525-425910251	1	Human	T-lymphocytes
chr3-45994728-45995228	1	Human	T-lymphocytes
chr3-46538674-46539174	1	Human	T-lymphocytes
chr3-52253190-52253690	1	Human	T-lymphocytes
chr3-56783802-567843021	1	Human	T-lymphocytes
chr3-57692356-576928561	1	Human	T-lymphocytes
chr3-71087235-71087735	1	Human	T-lymphocytes
chr3-71421897-71422397	1	Human	T-lymphocytes
chr3-71726091-71726591	1	Human	T-lymphocytes
chr3-98555586-98556086	0.939999997615814	Human	T-lymphocytes
chr3-101518319-101518819	1	Human	T-lymphocytes
chr3-105368563-1053690631	1	Human	T-lymphocytes
chr3-105754092-105754592	1	Human	T-lymphocytes
chr3-106206107-106206607	1	Human	T-lymphocytes
chr3-108090826-1080913263	1	Human	T-lymphocytes
chr3-108125528-1081260281	1	Human	T-lymphocytes
chr3-108603689-108604189	1	Human	T-lymphocytes
chr3-112132996-1121334962	1	Human	T-lymphocytes
chr3-112561751-1125622512	1	Human	T-lymphocytes
chr3-112991039-1129915391	1	Human	T-lymphocytes
chr3-113696032-1136965321	1	Human	T-lymphocytes
chr3-114221478-114221978	1	Human	T-lymphocytes
chr3-129120434-129120934	1	Human	T-lymphocytes
chr3-129576768-1295772681	1	Human	T-lymphocytes
chr3-136194276-136194776	1	Human	T-lymphocytes
chr3-138329651-138330151	1	Human	T-lymphocytes
chr3-141266630-1412671301	1	Human	T-lymphocytes
chr3-148991276-1489917761	1	Human	T-lymphocytes
chr3-151204956-151205456	1	Human	T-lymphocytes
chr3-152268617-152269117	1	Human	T-lymphocytes
chr3-156484196-156484696	1	Human	T-lymphocytes
chr3-160449598-1604500981	1	Human	T-lymphocytes
chr3-170908459-170908959	1	Human	T-lymphocytes
chr3-172106958-172107458	1	Human	T-lymphocytes
chr3-177551338-177551838	1	Human	T-lymphocytes
chr3-177679439-177679939	1	Human	T-lymphocytes
chr3-186519052-186519552	1	Human	T-lymphocytes
chr3-187027433-187027933	1	Human	T-lymphocytes
chr3-187041731-187042231	1	Human	T-lymphocytes
chr3-187745504-187746004	1	Human	T-lymphocytes
chr3-187777274-187777774	1	Human	T-lymphocytes
chr3-187974738-187975238	1	Human	T-lymphocytes
chr3-187994039-1879945391	1	Human	T-lymphocytes
chr3-188359112-188359612	1	Human	T-lymphocytes
chr3-195909534-195910034	1	Human	T-lymphocytes
chr4-2811988-28124882	1	Human	T-lymphocytes
chr4-10096072-10096572	1	Human	T-lymphocytes
chr4-17336534-17337034	1	Human	T-lymphocytes
chr4-25859651-25860151	1	Human	T-lymphocytes
chr4-26884398-26884898	1	Human	T-lymphocytes
chr4-36241688-36242188	1	Human	T-lymphocytes
chr4-36244320-36244820	1	Human	T-lymphocytes
chr4-38529718-385302181	1	Human	T-lymphocytes
chr4-56653448-56653948	1	Human	T-lymphocytes
chr4-56656274-56656774	1	Human	T-lymphocytes
chr4-74444827-74445327	1	Human	T-lymphocytes
chr4-80173330-80173830	1	Human	T-lymphocytes
chr4-80184000-80184500	1	Human	T-lymphocytes
chr4-80202662-80203662	1	Human	T-lymphocytes
chr4-81471752-814722522	1	Human	T-lymphocytes
chr4-81491900-81492400	1	Human	T-lymphocytes
chr4-83114556-83115056	1	Human	T-lymphocytes
chr4-83212316-83212816	1	Human	T-lymphocytes
chr4-87559388-87559888	1	Human	T-lymphocytes
chr4-89283589-89284089	1	Human	T-lymphocytes
chr4-98448870-98449370	1	Human	T-lymphocytes
chr4-101020000-101020500	1	Human	T-lymphocytes
chr4-101020886-101021386	1	Human	T-lymphocytes
chr4-101037807-101038307	1	Human	T-lymphocytes
chr4-101345898-101346398	1	Human	T-lymphocytes
chr4-102344803-1023453031	1	Human	T-lymphocytes
chr4-102345314-102345814	1	Human	T-lymphocytes
chr4-102598335-102598835	1	Human	T-lymphocytes
chr4-108433709-108434209	1	Human	T-lymphocytes
chr4-109559973-1095604731	1	Human	T-lymphocytes
chr4-110059654-110060154	1	Human	T-lymphocytes
chr4-110165371-110165871	1	Human	T-lymphocytes
chr4-113564882-1135653821	1	Human	T-lymphocytes
chr4-113762476-1137629761	1	Human	T-lymphocytes
chr4-113901910-113902410	1	Human	T-lymphocytes
chr4-121189799-121190299	1	Human	T-lymphocytes
chr4-122922798-122923298	1	Human	T-lymphocytes
chr4-123599901-1236004011	1	Human	T-lymphocytes
chr4-152079810-152080310	1	Human	T-lymphocytes
chr4-152536530-1525370301	1	Human	T-lymphocytes
chr4-155376622-1553771221	1	Human	T-lymphocytes
chr4-177309562-177310563	1	Human	T-lymphocytes
chr5-14809655-14810155	1	Human	T-lymphocytes
chr5-32585794-32586294	1	Human	T-lymphocytes
chr5-35924789-35925289	1	Human	T-lymphocytes
chr5-39073448-39073948	1	Human	T-lymphocytes
chr5-39217220-392177201	1	Human	T-lymphocytes
chr5-40436454-404369541	1	Human	T-lymphocytes
chr5-40437505-404380051	1	Human	T-lymphocytes
chr5-40675763-40676263	1	Human	T-lymphocytes
chr5-40680662-40681162	1	Human	T-lymphocytes
chr5-41870251-418707511	1	Human	T-lymphocytes
chr5-50593623-50594123	1	Human	T-lymphocytes
chr5-52725319-52725819	1	Human	T-lymphocytes
chr5-52743794-52744294	1	Human	T-lymphocytes
chr5-52776102-52776602	1	Human	T-lymphocytes
chr5-54310401-54310901	1	Human	T-lymphocytes
chr5-54609938-54610438	1	Human	T-lymphocytes
chr5-54610476-54610976	1	Human	T-lymphocytes
chr5-54646160-54646660	1	Human	T-lymphocytes
chr5-55037369-55037869	1	Human	T-lymphocytes
chr5-56148514-561490141	1	Human	T-lymphocytes
chr5-56152383-561528831	1	Human	T-lymphocytes
chr5-59123552-59124052	1	Human	T-lymphocytes
chr5-65035875-65036375	1	Human	T-lymphocytes
chr5-65562960-65563460	1	Human	T-lymphocytes
chr5-65924939-65925439	1	Human	T-lymphocytes
chr5-67215751-672162511	1	Human	T-lymphocytes
chr5-67350617-67351117	1	Human	T-lymphocytes
chr5-67514918-67515418	1	Human	T-lymphocytes
chr5-73387751-73388251	1	Human	T-lymphocytes
chr5-76542853-76543353	1	Human	T-lymphocytes
chr5-80960394-809608941	1	Human	T-lymphocytes
chr5-94793326-94793826	1	Human	T-lymphocytes
chr5-110738735-110739235	1	Human	T-lymphocytes
chr5-119340466-1193409661	1	Human	T-lymphocytes
chr5-123549452-123549952	1	Human	T-lymphocytes
chr5-126778111-1267786111	1	Human	T-lymphocytes
chr5-126811781-126812281	1	Human	T-lymphocytes
chr5-131257194-131257694	1	Human	T-lymphocytes
chr5-131974865-131975365	1	Human	T-lymphocytes
chr5-132437567-1324380671	1	Human	T-lymphocytes
chr5-132747096-132747596	1	Human	T-lymphocytes
chr5-134525190-134525690	1	Human	T-lymphocytes
chr5-139389645-139390145	1	Human	T-lymphocytes
chr5-139392486-139392986	1	Human	T-lymphocytes
chr5-142786804-142787304	1	Human	T-lymphocytes
chr5-142798407-1427989072	1	Human	T-lymphocytes
chr5-142977534-142978034	1	Human	T-lymphocytes
chr5-143002698-1430031981	1	Human	T-lymphocytes
chr5-143008975-143009475	1	Human	T-lymphocytes
chr5-143403526-1434040262	1	Human	T-lymphocytes
chr5-143404304-143404804	1	Human	T-lymphocytes
chr5-143405131-143405631	1	Human	T-lymphocytes
chr5-143601982-143602482	1	Human	T-lymphocytes
chr5-143605313-143605813	1	Human	T-lymphocytes
chr5-144189938-144190438	1	Human	T-lymphocytes
chr5-146878457-146878957	1	Human	T-lymphocytes
chr5-147782522-147783022	1	Human	T-lymphocytes
chr5-148849405-148849905	1	Human	T-lymphocytes
chr5-149357675-149358175	1	Human	T-lymphocytes
chr5-150412608-1504131082	1	Human	T-lymphocytes
chr5-157108902-1571094021	1	Human	T-lymphocytes
chr5-157390534-157391034	1	Human	T-lymphocytes
chr5-170254042-170254542	1	Human	T-lymphocytes
chr5-172178912-172179412	1	Human	T-lymphocytes
chr5-172179450-172179950	1	Human	T-lymphocytes
chr5-172772294-1727727941	1	Human	T-lymphocytes
chr5-177389122-177389622	1	Human	T-lymphocytes
chr5-177431404-1774319041	1	Human	T-lymphocytes
chr5-180803667-1808041672	1	Human	T-lymphocytes
chr6-474729-475229	1	Human	T-lymphocytes
chr6-2127419-21279191	1	Human	T-lymphocytes
chr6-11224339-11224839	1	Human	T-lymphocytes
chr6-11232431-11232931	1	Human	T-lymphocytes
